Job Title,Company Name,Rating,Location,Min Experience,Max Experience,Avg Salary,Skills
Software Developer,IBM,4.1,Bengaluru,4,9,900000.0,"cmdb, infrastructure development, servicenow, cloud infrastructure, iaas"
Software Developer,IBM,4.1,Ahmedabad,8,13,1500000.0,"docker, product development, j2ee, rdbms, troubleshooting"
Software Developer,IBM,4.1,Ahmedabad,3,8,900000.0,"java, python, software development, javascript, nosql"
Software Developer,IBM,4.1,Ahmedabad,8,13,1500000.0,"sql, java, oracle, sql server, ibm db2"
Software Developer,LPU,3.4,Phagwara,3,5,900000.0,".net core, asp.net, asp.net core, angular, .net"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"jquery, ruby rails, object oriented programming, rest, sql queries"
Software Developer,IBM,4.1,Ahmedabad,5,7,900000.0,"docker, software development life cycle, java, devops, agile methodology"
Software Developer,IBM,4.1,Bengaluru,1,3,500000.0,"react.js, java, python, software development, javascript"
Software Developer,Hansa info Solutions LLP,3.6,New Delhi(kalkaji),1,4,500000.0,"dotnet development, vb.net, asp.net, visual studio, sql server"
Software Developer,IBM,4.1,Bengaluru,10,14,2000000.0,"rdbms concepts, software development, cloud architecture, cloud operations, sql database"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"python, software development, golang, node.js, api"
Software Developer,IBM,4.1,Bengaluru,5,9,900000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,5,9,900000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,5,9,900000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,3,8,900000.0,"openshift, microservices, java, devops, html"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,5,9,900000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,3,8,900000.0,"openshift, docker, java, python, customer engagement"
Ims Software Developer,IBM,4.1,Bengaluru,5,10,900000.0,"web services, dbms, linux, web development, api"
Ansible Software Developer,IBM,4.1,Bengaluru,4,9,900000.0,"life cycle management, software development, source control management, debugging, agile"
Software Developer Zdih,IBM,4.1,Bengaluru,4,9,900000.0,"technical design, java, team leadership, java application development, debugging"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"c++, life cycle management, java, debugging, source control management"
Software Developer,IBM,4.1,Bengaluru,1,3,500000.0,"algorithms, enterprise structure, asynchronous, data structures, software development"
Software Developer,IBM,4.1,Bengaluru,3,5,900000.0,"css, git, html, relational databases, javascript frameworks"
Software Developer,Capgemini,3.8,Kolkata,2,7,500000.0,"xml, duck creek, c#, sql server, xslt"
Software Developer _ Ai Ml,IBM,4.1,Hyderabad,2,5,500000.0,"machine learning, artificial intelligence, node.js, git, troubleshooting"
Software Developer _ Rpg,IBM,4.1,Hyderabad,2,5,500000.0,"c++, github, node.js, git, troubleshooting"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"redux, react.js, debugging, software development, javascript"
Software Developer Sql,IBM,4.1,Hyderabad,5,10,900000.0,"dbms, artificial intelligence, sql, pytorch, troubleshooting"
Software Developer Ai Ml,IBM,4.1,Hyderabad,2,7,500000.0,"artificial intelligence, machine learning, github, python, c++"
Software Developer,Siemens,4.1,Bengaluru,3,6,900000.0,"analytical skills, continuous integration, automation testing, concept design, technical expert"
Software Developer,Siemens,4.1,Pune,3,8,900000.0,"graphics, plm, c++, automation, simulation"
Software Developer _ Rpg,IBM,4.1,Hyderabad,5,10,900000.0,"rpg, artificial intelligence, node.js, pytorch, troubleshooting"
Software Developer,Virtual Reality Infosys,,Gurgaon,2,4,500000.0,"sql server, asp.net mvc, angular, c#, css"
Software Developer,Secure Meters,4.1,Udaipur,2,4,500000.0,"oracle sql/plsql, oracle oaf, oracle jdeveloper, oracle forms, oracle reports"
Senior Software Developer – Java,Corepeelers,4.0,Noida,0,1,350000.0,"spring boot, hibernate, git, coding, mysql"
Advisory Software Developer,IBM,4.1,Pune,2,5,500000.0,"golang, microservices, java, j2ee, software engineering"
Software Developer Security,IBM,4.1,Ahmedabad,8,13,1500000.0,"microsoft azure, java development, react.js, angular, aws"
Software Developer,IBM,4.1,Kochi,5,10,900000.0,"software development, ruby rails, devops, jenkins, software engineering"
Software Developer,IBM,4.1,Ahmedabad,2,5,500000.0,"java, python, software development, javascript, nosql"
Software Developer,IBM,4.1,Bengaluru,4,5,900000.0,"enterprise applications, sql, ibm db2, cassandra, j2ee"
Software Developer,IBM,4.1,Kochi,2,5,500000.0,"software development, code versioning tools, node.js, agile, aws"
Advisory Software Developer,IBM,4.1,Pune,5,10,900000.0,"c++, java, software engineering, enterprise applications, agile"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"c++, react.js, database creation, software engineering, mongodb"
Software Developer,IBM,4.1,Kochi,10,12,2000000.0,"git, github, tdd, agile, agile software development"
Software Developer,IBM,4.1,Ahmedabad,2,5,500000.0,"ui, html, ui/ux, ux design, javascript"
Software Developer,IBM,4.1,Ahmedabad,2,5,500000.0,"dbms, artificial intelligence, react.js, software development, nosql"
Software Developer,IBM,4.1,Gandhinagar,3,8,900000.0,"docker, debugging, zos, zlinux, unix"
Software Developer,Siemens,4.1,Bengaluru,3,5,900000.0,"object oriented design, c++, mvvm, debugging, consulting"
Software Developer,IBM,4.1,Bengaluru,10,14,2000000.0,"rdbms concepts, software development, cloud architecture, cloud operations, sql database"
Software Developer,IBM,4.1,Bengaluru,2,7,500000.0,"python, natural language processing, deep learning, tensorflow, pytorch"
Software Developer,IBM,4.1,Bengaluru,3,5,900000.0,"jsp, xml, json, ant, servlets"
Senior Software Developer Php Mysql,Mudracircle,2.3,Mumbai,0,4,350000.0,"php, jquery, payment gateway, oops, xml"
Software Developer,A S Global Solution,3.4,Hyderabad(begumpet),0,0,350000.0,"javascript, sql database, html and css, .net, basic sql"
Sr.software Developer,Conjoint,,Indore,0,4,350000.0,"development testing, design development, hr, hrsd, design"
Senior Software Developer,Arctic Wolf Networks,5.0,Bengaluru,0,2,350000.0,"git, information security, django, analytical, diversity and inclusion"
Sr. Software Developer Laravel,Dreamteam Technologies,2.6,Jodhpur,0,3,350000.0,"c#, rest, laravel, css, software development"
Software Developer,IBM,4.1,Bengaluru,8,12,1500000.0,"microservices, devops, data structures, html, javascript"
Advisory Software Developer,IBM,4.1,Pune,2,5,500000.0,"javascript, angular, java, j2ee, html"
Software Developer,IBM,4.1,Bengaluru,2,7,500000.0,"css, javascript, react.js, html, typescript"
Software Developer,IBM,4.1,Pune,3,8,900000.0,"css, golang, react.js, software engineering, agile"
Software Developer,IBM,4.1,Ahmedabad,5,8,900000.0,"kubernetes, react.js, java, software development, javascript"
Software Developer,IBM,4.1,Ahmedabad,6,8,1500000.0,"sql, data structures, jira, python, microsoft azure"
Software Developer,IBM,4.1,Ahmedabad,5,8,900000.0,"python, javascript, docker, java, machine learning algorithms"
Software Developer,IBM,4.1,Ahmedabad,4,6,900000.0,"data structures, jira, microsoft azure, javascript, nosql"
Software Developer,IBM,4.1,Ahmedabad,2,7,500000.0,"react.js, java, software development, microsoft azure, javascript"
Software Developer,IBM,4.1,Bengaluru,6,11,1500000.0,"windbg, git, shell scripting, software development, kafka"
Software Developer,Oracle,3.7,Bengaluru,9,14,1500000.0,"oss domain, resilient, java, san, nas"
Software Developer,IBM,4.1,Ahmedabad,1,3,500000.0,"algorithms, enterprise structure, software development, asynchronous, data structures"
Software Developer,IBM,4.1,Bengaluru,8,13,1500000.0,"microservices, java, j2ee, software engineering, rest"
Software Developer,IBM,4.1,Ahmedabad,1,2,500000.0,"python, javascript, nist, java, jira"
Software Developer,Tech Mahindra,3.6,Chennai,4,7,900000.0,"java, springboot, spring boot, software, boot"
Software Developer,IBM,4.1,Bengaluru,3,8,900000.0,"algorithms, enterprise structure, docker, asynchronous, data structures"
Software Developer,Birlasoft,3.7,Hyderabad,3,6,900000.0,"training, deep learning, sas, data science, artificial intelligence"
Software Developer,Raviva Infotech,,Mumbai,1,3,500000.0,"computer science, c++, hibernate, software design, git"
Software Developer,Siemens,4.1,Gurugram,5,8,900000.0,"supply chain, backend, front end, git, machine learning"
Software Developer,Siemens,4.1,Gurugram,3,5,900000.0,"supply chain, backend, front end, git, machine learning"
Software Developer,Siemens,4.1,Bengaluru,3,5,900000.0,"c++, software design, multithreading, coding, debugging"
Software Developer,Capgemini,3.8,Kolkata,3,5,900000.0,"technical architecture, cloud, automation, information management, platform development"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"ansible, jenkins, debugging, data structures, travis"
Software Developer,IBM,4.1,Ahmedabad,2,5,500000.0,"rabbitmq, helm, docker, java, jenkins"
Software Developer,IBM,4.1,Bengaluru,10,15,2000000.0,"oracle, devops, jenkins, scrum, agile"
Software Developer,IBM,4.1,Kochi,2,7,500000.0,"rest, continuous integration, python, cloud native, protocol buffers"
Software Developer,IBM,4.1,Bengaluru,3,8,900000.0,"8d, javascript, docker, react.js, servlets"
Software Developer,IBM,4.1,Kochi,2,7,500000.0,"rest, dbms, cloud native, grpc, docker"
Software Developer,IBM,4.1,Bengaluru,3,5,900000.0,"soql, sql, salesforce, jenkins, shell scripting"
Software Developer,Tangar Infotech,2.2,Mumbai,3,8,900000.0,"jquery, javascript, healthcare, asp.net, html"
Software Developer,Secure Meters,4.1,Udaipur,4,7,900000.0,"oracle apps, jquery, plsql, jira, development"
Software Developer,IBM,4.1,Kochi,2,5,500000.0,"sql, devops, data structures, python, pandas"
Software Developer,Siemens,4.1,Bengaluru,1,5,500000.0,"analytical skills, application design, backend, automation testing, front end"
Software Developer,Siemens,4.1,Bengaluru,1,5,500000.0,"computer science, business services, sap, git, application programming"
Software Developer,Akshaya Patra Foundation,4.7,Bengaluru,3,8,900000.0,"azure resource manager, azure, full-stack, full stack, node.js"
Software Developer,Larsen & Toubro (L&T),4.0,Vadodara,1,3,500000.0,"object-oriented software development, java script, .net framework/ .net core/ asp.net mvc, ado.net/ entity framework and linq, angular js"
Software Developer,Siemens,4.1,Bengaluru,1,5,500000.0,"procurement, c++, coding, agile, healthcare"
Software Developer Ct Algorithms,Siemens,4.1,Bengaluru,10,12,2000000.0,"c++, medical devices, medical imaging, artificial intelligence, programming"
Software Developer,IBM,4.1,Bengaluru,3,5,900000.0,"algorithms, docker, troubleshooting, debugging, data structures"
Software Developer,Tirupati Software Infotech Pvt Ltd,,Tirupati,2,4,500000.0,"c++, css, hibernate, jquery, sql"
Software Developer C#,Siemens,4.1,Bengaluru,4,6,900000.0,"software design, devops, oops, conceptualization, design development"
Software Developer,Secure Meters,4.1,Udaipur,4,7,900000.0,"selenium testing, software services, selenium, software testing, development"
Software Developer,Siemens,4.1,Bengaluru,3,5,900000.0,"computer science, ui development, coding, agile, healthcare"
Software Developer,IBM,4.1,Ahmedabad,9,14,1500000.0,"sql, react.js, java, javascript, angular"
Software Developer,IBM,4.1,Ahmedabad,2,5,500000.0,"java, devops, automation testing, jest, cypress"
Software Developer,IBM,4.1,Kochi,4,8,900000.0,"docker, devops, data structures, python, agile"
Software Developer,IBM,4.1,Kochi,4,6,900000.0,"docker, devops, data structures, python, agile"
Software Developer,Tata Elxsi,3.9,Chennai,4,9,900000.0,"docsis, openwrt, rdk-b, networking protocols, c"
Software Developer,Perfect Ergonomics,4.4,Delhi,3,5,900000.0,"struts, java, software development, query optimization, database management"
Software Developer,IBM,4.1,Kochi,8,12,1500000.0,"docker, sql, data structures, python, aws"
Software Developer,Siemens,4.1,Bengaluru,1,5,500000.0,"business services, product quality, jquery, front end, version control"
Software Developer,IBM,4.1,Bengaluru,2,5,500000.0,"python, machine learning, deep learning, agile, agile framework"
Software Developer,IBM,4.1,Kochi,8,10,1500000.0,"docker, python, microsoft azure, pandas, aws"
